email_id,AI Evaluation,Body Moved,audience_layer,body_full_text,business_function,discount_code,email_class,email_name,entry_criteria,hub,hubl_conditionals,hubspot_email_id,implementation_notes,journey_code,kpi,lifecycle_stage,personalization_level,personalization_tokens,preview_text,primary_cta,priority,send_sequence_order,status,subject_line,suppression_rules,timing
CS-F-D10U,"Summary:
- This is a low-pressure follow-up email meant to re-engage someone after a consultation recap and see if they want to revisit switching suppliers.
- It’s for a mixed audience in the Sales hub, and the subject line is “A quick note,  contact.firstname ”.

Tone:
- Warm

CTA Clarity:
- Clear — the email explicitly asks the reader to reply, either to reconnect now or to confirm it’s not the right time.

Subject Grade:
- Pass — it’s not clickbait or all-caps, and it’s appropriately low-pressure and consistent with the message (though it’s somewhat generic).",No,mixed,"Hi {{ contact.firstname }},

One more check-in before I give you some space.

Switching suppliers when you already have a working setup is not a simple decision — I get that. There is real risk in the switch, and staying with something familiar is often the path of least resistance.

If you want to revisit this later — after a bad batch, a pricing change, or whenever your situation shifts — I am easy to reach. Just reply to this email.

If the timing is not right, just let me know and I will follow up in a few months.

Either way, I hope your current setup keeps working well for you.

Vincent
Hair Solutions Co.",Consultation sales,,Sales,Follow-up day 10 - current user,Consultation recap sent,Sales,No,,,CS,,Lead,Standard: simple personalization,{{ contact.firstname }},,Reply,1,13,Copy Ready,"A quick note, {{ contact.firstname }}","Do not send if contact replied, purchased, or has active service blocker",Per follow-up ladder
CS-S-FER,"Summary:
- This email acknowledges a sales/support inquiry and tells the recipient that a specialist will reply soon with product and service details.
- It targets a mixed audience (leads and/or customers) and comes from the Sales hub, using the subject “Re: your inquiry -  contact.firstname ”.

Tone:
- Warm

CTA Clarity:
- Clear — the email’s only expected next step is to reply if needed, and it sets a clear expectation that a specialist will follow up.

Subject Grade:
- Pass — it’s specific to the recipient’s inquiry and uses normal capitalization without clickbait or false urgency.",No,mixed,"[SOURCE NOT YET PORTED TO MARKDOWN - placeholder stub]

Canonical source: __inbox/old-ohhs-sales-emails/28-10-2024 (Customer Service) First Enquiry_email Reply - 4-23.docx

Hi {{ contact.firstname }},

Thank you for contacting Hair Solutions Co. A specialist will respond with product and service details shortly.",Consultation sales,,Service,First enquiry reply - supporting,Sales/support inquiry context,Sales,No,,Replace stub body after DOCX is ported to markdown.,CS,,Lead,Standard: simple personalization,{{ contact.firstname }},,Reply,1,15,Stub,Re: your inquiry - {{ contact.firstname }},Use only when relevant to inquiry context,First inbound inquiry
CS-S-HME,"Summary:
- This email sets expectations about home maintenance and care before someone commits, and tells them a specialist will follow up shortly.
- It supports mixed audiences (leads or existing contacts) reaching out in a sales/support inquiry context from the Sales hub, with the subject line “Before the commitment - home maintenance & care”.

Tone:
- Educational

CTA Clarity:
- Vague — the CTA (“Read / reply with questions”) is broadly defined and doesn’t specify what questions to answer or what the next step should be.

Subject Grade:
- Pass — it’s specific and descriptive without clickbait, false urgency, or all-caps.",No,mixed,"[SOURCE NOT YET PORTED TO MARKDOWN - placeholder stub]

Canonical source: sops/hair-system-service/28-08-2025 Before the commitment - Home maintenance & care -  85787bf1bfb54c78819e74e6c34b58d0.md

Hi {{ contact.firstname }},

Thank you for contacting Hair Solutions Co. A specialist will respond with product and service details shortly.",Consultation sales,,Service,Home maintenance extension - supporting,Sales/support inquiry context,Sales,No,,Replace stub body after DOCX is ported to markdown.,CS,,Lead,Standard: simple personalization,{{ contact.firstname }},,Read / reply with questions,1,16,Stub,Before the commitment - home maintenance & care,Use only when relevant to inquiry context,Qualification / objection handling follow-up
CM-02,"Summary:
- This is a legacy campaign email template intended to be migrated, rewritten, or retired, aimed at a mixed audience in the Marketing hub.
- The subject line suggests the email asks recipients to share feedback/reviews in exchange for discounts.

Tone:
- Neutral

CTA Clarity:
- Missing — There is no primary CTA provided and the email body text is empty, so the action requested cannot be confirmed.

Subject Grade:
- Needs Review — “Earn Exclusive Discounts!” is promotional and vague about the specific action and offer details.",No,mixed,,Marketing campaign,,Campaign,20-10-2023 Google and TrustPilot Review Email (The Hair Solutions Store)-2023-10-20,Campaign list segment,Marketing,No,,,CM,,Subscriber,,{{ contact.firstname | default('there') }},,,2,2,Draft,Share Your Thoughts and Earn Exclusive Discounts!,"Recheck consent, suppress active service incidents, avoid collision with lifecycle sends",Campaign-dependent; revalidate before production
CM-01,"Summary:
- Purpose: Legacy campaign template to migrate, rewrite, or retire.
- Subject line (“Share Your Experience and Get Rewarded!”) targets a mixed audience in the Marketing hub to prompt a review/feedback action.
Tone:
- Neutral
CTA Clarity:
- Missing — the primary CTA is blank and the email body text is empty, so there is no actionable instruction for the recipient.
Subject Grade:
- Needs Review — it is promotional and vague (“Get Rewarded!”) without specifying the exact action (e.g., leave a Google/Trustpilot review) or the reward details.",No,mixed,,Marketing campaign,,Campaign,20-10-2023 Google and TrustPilot Review Email (OneHead)-2023-10-20,Campaign list segment,Marketing,No,,,CM,,Subscriber,,{{ contact.firstname | default('there') }},,,2,1,Draft,Share Your Experience and Get Rewarded!,"Recheck consent, suppress active service incidents, avoid collision with lifecycle sends",Campaign-dependent; revalidate before production
CM-04,"Summary:
- This is a legacy marketing campaign email meant for a mixed audience, encouraging recipients to share referrals in exchange for a 25% off reward.
- It supports a Marketing hub campaign (legacy template) and is intended to drive engagement/conversions through a referral offer.
Tone:
- Promotional
CTA Clarity:
- Missing — the primary CTA field is empty and there’s no body copy provided to confirm what action the recipient should take.
Subject Grade:
- Pass — it clearly describes a referral incentive (25% off) without all-caps or clickbait, though it is somewhat generic.",No,mixed,,Marketing campaign,,Campaign,20-10-2023 OneHead referral email campaign-2023-10-20,Campaign list segment,Marketing,No,,,CM,,Subscriber,,{{ contact.firstname | default('there') }},,,2,4,Draft,"Share the Love, Get Rewarded: 25% Off for You and Your Friends!","Recheck consent, suppress active service incidents, avoid collision with lifecycle sends",Campaign-dependent; revalidate before production
CM-03,"Summary:
- Purpose: Legacy campaign template intended to be migrated, rewritten, or retired; subject line is “Welcome to the Hair Revolution! 🎉 Here”.
- Audience: mixed newsletter/campaign segment (hub: Marketing).

Tone:
- Promotional

CTA Clarity:
- Missing — primary_cta is blank and there’s no body copy to indicate a specific next step.

Subject Grade:
- Needs Review — “Here” is incomplete/vague and the subject line isn’t specific about what the recipient will get or do.",No,mixed,,Marketing campaign,,Campaign,20-10-2023 Newsletter Subscriber Email-2023-10-20,Campaign list segment,Marketing,No,,,CM,,Subscriber,,{{ contact.firstname | default('there') }},,,2,3,Draft,Welcome to the Hair Revolution! 🎉 Here,"Recheck consent, suppress active service incidents, avoid collision with lifecycle sends",Campaign-dependent; revalidate before production
CM-05,"Summary:
- This is a legacy marketing campaign template intended to recommend hair systems and maintenance products to a mixed audience.
- It’s meant for the Marketing hub and would be sent to a campaign list segment, but it appears to be a placeholder to migrate, rewrite, or retire.

Tone:
- Neutral

CTA Clarity:
- Missing — the primary CTA is blank and there is no body copy provided to indicate what the reader should do next.

Subject Grade:
- Needs Review — the subject line is cut off (ends with “You”) and is too vague to clearly set expectations about the specific offer or action.",No,mixed,,Marketing campaign,,Campaign,20-10-2023 Products Recommendations Email-2023-10-20,Campaign list segment,Marketing,No,,,CM,,Subscriber,,{{ contact.firstname | default('there') }},,,2,5,Draft,Tailored for You: Hair Systems & Maintenance Products You,"Recheck consent, suppress active service incidents, avoid collision with lifecycle sends",Campaign-dependent; revalidate before production
CM-06,"Summary:
- This campaign email tells mixed-audience subscribers/customers that the company has updated its Defective Products Warranty and its Orders & Subscriptions Cancellation Policy, and highlights the most important changes.
- Subject line is currently a placeholder, but the intent is to direct readers to review the updated policies; hub is Marketing.

Tone:
- Educational

CTA Clarity:
- Vague — the email suggests reading the updated policies via links and contacting mailto:info@oneheadhair.com, but it doesn’t present a single, explicit “do this next” action as the primary CTA.

Subject Grade:
- Needs Review — the subject_line field is a placeholder (“extract subject from body”) and should be replaced with a specific, non-clickbait subject that reflects the policy update.",No,mixed,"# We_ve updated our products warranty & cancellation policies (10-22)

We've updated our products warranty & cancellation policies

Hello {{ contact.firstname }},

We're constantly looking for ways to improve the OneHead Hair Solutions experience and to ensure that our policies explain well how our services work and that they are easily accessible. So, we're letting you know about a few important updates to our **Defective Products Warranty** and our **Orders & Subscriptions Cancellation Policy**.

We reviewed these policies to ensure they give our customers clear and transparent information about how we handle defective units, production errors, and orders/monthly plan cancellations.

Here are the most important updates:

- **Receipt of goods inspection**: Upon arrival, you must examine your new hair system for any apparent production error. We have a 14-day warranty policy, meaning you have 14 days to report an issue with your product after receiving your item.
- **Extended defective unit 30 days warranty**: An issue reported within the first 30 days of use and wear may be eligible for return or repair or exchange. This includes but is not limited to premature fading or excessive shedding. Please be prepared to document the issues with pics of the system and information about how the system was attached, maintenance products used, and maintenance routine.
- **Monthly Plans Cancellation**: You may cancel your monthly plan subscription at any time; however, the following conditions apply.

A. You will be liable for the total retail cost of all hair systems delivered (i.e., you will forfeit the discounts already applied).

B. If an order is in production, it will be delivered to you upon completion. The payment plan will only be canceled once the due amount covers the retail costs for that system.

The updated **Defective Products Warranty** and **Orders & Subscriptions Cancellation Policy** goes into effect tomorrow, October 20th, 2022.

Since this email highlights certain changes, we encourage you to read the fully updated [Defective Products Warranty](https://oneheadhair.com/policies/refund-policy) and [Orders & Subscriptions Cancellation Policy](https://oneheadhair.com/policies/subscription-policy). If you have questions, please get in touch with us at **info@oneheadhair.com**.

Thank you for being part of our big community!",Marketing campaign,,Campaign,28-08-2025 We_ve updated our products warranty & cancellation e8004aa7f7a44cb2bdbf149243ab6c8e,Campaign list segment,Marketing,No,,Bracket placeholders normalized to HubSpot tokens where pattern matched.,CM,,Subscriber,Standard: simple personalization,{{ contact.firstname }},,See body,2,6,Copy Ready,(extract subject from body - see source),"Recheck consent, suppress active service incidents, avoid collision with lifecycle sends",Campaign-dependent; revalidate before production
CM-07,"Summary:
- Purpose: Legacy campaign template meant to be migrated, rewritten, or retired; it targets a campaign list segment.
- Subject line: “Your Loyalty Means the World: A Special Gift Awaits You Inside” for a mixed audience in the Marketing hub.

Tone:
- Promotional

CTA Clarity:
- Missing — there is no primary CTA and the email body text is empty.

Subject Grade:
- Needs Review — it is vague (“special gift awaits”) and leans toward teaser/clickbait rather than being specific about the offer or action.",No,mixed,,Marketing campaign,,Campaign,20-10-2023 Existing OneHead Clients Thank you-2023-10-20,Campaign list segment,Marketing,No,,,CM,,Subscriber,,{{ contact.firstname | default('there') }},,,2,7,Draft,Your Loyalty Means the World: A Special Gift Awaits You Inside,"Recheck consent, suppress active service incidents, avoid collision with lifecycle sends",Campaign-dependent; revalidate before production
CM-08,"Summary:
- This is a legacy cart-abandonment campaign email template intended to prompt someone in a mixed audience segment to return and complete a purchase.
- It’s for the Marketing hub, and uses a personalized subject line tied to the campaign purpose.

Tone:
- Promotional

CTA Clarity:
- Missing — the primary_cta is blank and the body_full_text is empty, so there’s no explicit action described.

Subject Grade:
- Needs Review — it uses hypey, vague phrasing (“Future Hair Game”) and an exclamation, and without body context it risks feeling clickbaity.",No,mixed,,Marketing campaign,,Campaign,20-10-2023 Delayed Cart Abandonement Email-2023-10-20,Campaign list segment,Marketing,No,,,CM,,Subscriber,,{{ contact.firstname | default('there') }},,,2,8,Draft,"Hey {{ contact.firstname }}, Your Future Hair Game is Still Waiting! 🛒","Recheck consent, suppress active service incidents, avoid collision with lifecycle sends",Campaign-dependent; revalidate before production
CM-09,"Summary:
- This is a legacy post-purchase thank-you email template intended to be migrated, rewritten, or retired.
- It targets a mixed audience segment and supports the Marketing hub, using the subject line to welcome first-time purchasers.

Tone:
- Neutral

CTA Clarity:
- Missing — there is no primary CTA provided and the email body text is empty, so the recipient is not given a next step.

Subject Grade:
- Pass — it’s specific about the context (first purchase + welcome) and avoids clickbait, all-caps, or false urgency.",No,mixed,,Marketing campaign,,Campaign,20-10-2023 Post-Purchase Thank You Email-2023-10-20,Campaign list segment,Marketing,No,,,CM,,Subscriber,,{{ contact.firstname | default('there') }},,,2,9,Draft,Thank You for Your First Purchase – Welcome to TheHairSolutions Family!,"Recheck consent, suppress active service incidents, avoid collision with lifecycle sends",Campaign-dependent; revalidate before production
CM-10,"Summary:
- This email announces updates to the company’s online store (revamped site and expanded maintenance product range) and asks the recipient to refer clients to it.
- It’s intended for salon stylists/industry partners (audience_layer: mixed) within the Marketing hub, with an added incentive of a permanent professional discount.

Tone:
- Promotional

CTA Clarity:
- Clear — it asks the stylist to recommend the updated store to clients and provides a specific discount code (STYLIST25) to use at checkout.

Subject Grade:
- Needs Review — the subject_line field is a placeholder (“extract subject from body”), so it isn’t usable as-is and needs a specific, non-generic subject.",No,mixed,"# A# nnou# nce # new store # to O# H S# tylist#  +#  discou# nt#

**Email Body:**
Greeting:
""Dear [Stylist's Name],

Main Content:
I trust this email finds you well. As a cherished collaborator in our network of industry professionals, I'm excited to share some important updates to our online store. We've recently overhauled the user interface and significantly expanded our range of top-quality maintenance products.

Announcement:
Your clients no longer need to look elsewhere, like Amazon, to find the essential items they need for the maintenance of their hair systems. Now, everything they require can be conveniently purchased from our revamped website, a one-stop-shop for all their hair system needs.

Call to Action:
Would you kindly mention our newly enriched store to clients when they inquire about where to get their maintenance products? Especially as the holiday season is upon us, it’s the perfect opportunity to guide them towards specialized products from a brand they already know and trust.

Special Offer:
To show our appreciation for your ongoing partnership, we're offering you an **ongoing and permanent 25% professional discount** on all our maintenance products. Simply use the code STYLIST25 at checkout to enjoy this special rate, which you can utilize as often as you'd like.

Closing:
Your continued support and the high level of service you provide to our shared clients are invaluable to us. I'm looking forward to our mutually beneficial relationship, making each hair system experience better than the last.
Best regards,
[Your Name]
[Your Position]
[Your Contact Information]

I hope this version more accurately reflects the permanence of the 25% discount. Feel free to make any tweaks or let me know if you need further modifications.",Marketing campaign,,Campaign,20-10-2023 Announce new store to OH Stylist + discount-2023-10-20,Campaign list segment,Marketing,No,,Bracket placeholders normalized to HubSpot tokens where pattern matched.,CM,,Subscriber,Low: static copy,{{ contact.firstname | default('there') }},,See body,2,10,Draft,(extract subject from body - see source),"Recheck consent, suppress active service incidents, avoid collision with lifecycle sends",Campaign-dependent; revalidate before production
CM-11,"Summary:
- Purpose: Legacy campaign template intended to be migrated, rewritten, or retired.
- Subject: “Welcome to TheHairSolutions VIP Club - You” targets a mixed Marketing audience as a VIP-club style campaign.

Tone:
- Neutral

CTA Clarity:
- Missing — primary_cta is blank and body_full_text is empty, so there is no clear action for the reader.

Subject Grade:
- Needs Review — “You” is vague/unfinished and the subject line lacks specificity about the benefit or next step.",No,mixed,,Marketing campaign,,Campaign,20-10-2023 VIP Customer Email-2023-10-20,Campaign list segment,Marketing,No,,,CM,,Subscriber,,{{ contact.firstname | default('there') }},,,2,11,Draft,Welcome to TheHairSolutions VIP Club - You,"Recheck consent, suppress active service incidents, avoid collision with lifecycle sends",Campaign-dependent; revalidate before production
CM-12,"Summary:
- Purpose: legacy campaign template intended to be migrated, rewritten, or retired.
- Audience: a mixed campaign segment, sent from the Marketing hub, with the subject line offering up to $50 off for sharing a product experience.

Tone:
- Promotional

CTA Clarity:
- Missing — the primary_cta field is blank and the body_full_text is empty, so there is no explicit action described.

Subject Grade:
- Needs Review — it uses a high-incentive framing (""up to $50 off"") which can feel promotional/vague without context, and it doesn’t specify what “experience” refers to (which product/order) or the exact action (review, survey, reply).",No,mixed,,Marketing campaign,,Campaign,20-10-2023 Product Review Email-2023-10-20,Campaign list segment,Marketing,No,,,CM,,Subscriber,,{{ contact.firstname | default('there') }},,,2,12,Draft,Share Your Experience and Get up to $50 Off Your Next Order!,"Recheck consent, suppress active service incidents, avoid collision with lifecycle sends",Campaign-dependent; revalidate before production
CM-13,"Summary:
- Purpose: Legacy campaign template to migrate, rewrite, or retire.
- For a mixed audience layer in the Marketing hub, with subject line “Long Time No See: We”.

Tone:
- Neutral

CTA Clarity:
- Missing — primary_cta is blank and body_full_text is empty, so there is no action for the reader to take.

Subject Grade:
- Needs Review — the subject line is incomplete/vague (“Long Time No See: We”) and doesn’t clearly state the specific value or topic.",No,mixed,,Marketing campaign,,Campaign,20-10-2023 OneHead Hair Solutions Win-Back Email-2023-10-20,Campaign list segment,Marketing,No,,,CM,,Subscriber,,{{ contact.firstname | default('there') }},,,2,13,Draft,Long Time No See: We,"Recheck consent, suppress active service incidents, avoid collision with lifecycle sends",Campaign-dependent; revalidate before production
V1A-E1,"Summary:
- Purpose: A direct, accountability-first apology that acknowledges prior communication failures and invites the recipient to share what remains unresolved.
- For: Existing customers in the Apology & Re-engagement hub; subject line “A personal apology from Vincent” frames a personal note asking for a reply.

Tone:
- Accountable

CTA Clarity:
- Clear — the email explicitly asks the recipient to reply directly and promises a personal review and honest response.

Subject Grade:
- Pass — it’s specific and transparent (a personal apology), with no clickbait, all-caps, or manufactured urgency.",No,existing_customer,"Hi {{ contact.firstname | default(""there"") }},

I hope you are well.

I am writing to you personally because I know that, at some point, I failed you.

There is no perfect way to write this email, but I want to start with the most important thing: I am sincerely sorry.

Over the past year, One Head Hair Solutions went through a very difficult period. The business faced a series of serious challenges — including the loss of my business partner, financial pressure following the pandemic period, operational difficulties, and a major theft at our offices in Spain where important and expensive equipment was stolen. All of this created a level of instability that became extremely difficult to manage.

But I also want to be clear: none of that excuses poor communication.

Whatever was happening behind the scenes, you deserved clear answers, proper updates, and professional support. If you were left waiting, ignored, stressed, angry, or disappointed — I take responsibility for that. I know that silence can feel disrespectful, especially when trust and money are involved.

At the time, I was trying to keep the business alive, but I did not handle the pressure in the right way. Instead of communicating openly and consistently, I became overwhelmed and withdrew from conversations I should have faced directly. That was wrong.

I also understand that, depending on your specific situation, this may not be something that can be repaired with one email. I am not asking you to forget what happened, and I am not expecting instant forgiveness. I know that trust has to be earned again through actions.

The reason I am writing now is because I am rebuilding the business under a new name: Hair Solutions Co.

This rebrand is not just a change of name. It is part of a deeper restructuring of how the company operates — how orders are managed, how client communication is handled, and how support is provided. I am putting stronger systems in place so that clients are not left without answers again.

If there is anything unresolved from your side, I would like to understand it directly. Please reply to this email and let me know where things stand from your perspective. I will personally review your situation and do my best to respond honestly and fairly.

I would be grateful for the opportunity to repair what I can, regain your trust if possible, and show you that I can do better.

Thank you for taking the time to read this.

Sincerely,
Vincent
Hair Solutions Co.
clientcare@hairsolutions.co",Trust repair / re-engagement,,Apology,The Repair Letter,,Apology & Re-engagement,No,,"MANUAL SEND ONLY. Review contact record: order history, chargeback status, dispute status. Set hsc_customer_profile_relationship_state = repair_in_progress after send. Never automate this email.",V1A,Reply rate / conversation opened,Crisis,Standard: firstname personalization,{{ contact.firstname | default('there') }},There is no perfect way to write this. But I owe you honesty.,Reply to this email directly,1,1,Copy Ready,A personal apology from Vincent,hs_email_optout = true must suppress. Active chargeback disputes: confirm with payment processor before sending.,Manual send — review contact record before sending
V1A-E2,"Summary:
- Purpose: a gentle second follow-up to confirm the prior message was received and keep the conversation open without pressure.
- For existing customers in the Apology & Re-engagement hub; subject line indicates this is a check-in to make sure the email reached them.

Tone:
- Warm

CTA Clarity:
- Clear — the email explicitly asks the recipient to reply directly and states the sender reads and responds personally.

Subject Grade:
- Pass — specific and straightforward about following up, with no clickbait, all-caps, or false urgency.",No,existing_customer,"Hi {{ contact.firstname | default(""there"") }},

I sent you a message last week and wanted to follow up, in case it did not reach you or you needed more time.

I understand if you are not ready to respond, or if you have decided not to. That is completely your right.

I simply wanted you to know that my offer still stands. If there is something unresolved from your side — whether it is a question about an order, something that went wrong, or simply something you feel was never properly addressed — I am here to listen.

You can reply directly to this email. I read and respond to every message personally.

If I do not hear from you, I will not continue reaching out. I respect your time and your inbox, and I have no intention of adding to any frustration.

Thank you again for your patience.

Vincent
Hair Solutions Co.
clientcare@hairsolutions.co",Trust repair / re-engagement,,Apology,Still Here — Follow-Up,V1A-E1 sent + no reply after 7 days,Apology & Re-engagement,No,,MANUAL SEND ONLY. Only send if no reply to V1A-E1. Exit series if reply received.,V1A,Reply rate,Crisis,Standard: firstname personalization,{{ contact.firstname | default('there') }},I understand if you are not ready to respond. I am still here.,Reply to this email,1,2,Copy Ready,Following up — I wanted to make sure this reached you,Exit if reply received after V1A-E1. hs_email_optout = true must suppress.,+7 days after V1A-E1 if no reply
V1B-E1,"Summary:
- Purpose: Full honest apology to acknowledge poor communication/support and explain a reset via the Hair Solutions Co. rebrand.
- For: Existing customers in the Apology & Re-engagement hub (audience_layer: existing_customer) being invited back under the “An apology, and a new chapter” message.

Tone:
- Accountable

CTA Clarity:
- Clear — the email explicitly asks the recipient to reply (“Reply to this email”) and explains what help they can request in a reply.

Subject Grade:
- Pass — it’s specific and truthful (apology + new chapter), avoids hype/clickbait, and uses normal capitalization.",No,existing_customer,"Hi {{ contact.firstname | default(""there"") }},

I hope you are well.

I wanted to reach out personally because I know that the past year was not handled the way it should have been.

One Head Hair Solutions went through a very difficult period, and during that time communication and support were not always at the level you deserved. If you experienced delays, silence, confusion, or a lack of follow-up from my side — I sincerely apologize.

There were real challenges behind the scenes. The business went through internal changes, financial pressure, the loss of my business partner, and operational setbacks that made everything harder to manage. But even with those difficulties, I know that the responsibility to communicate properly was mine.

I should have been more present. I should have given clearer updates. I should have handled things more professionally.

That is something I have had to face honestly.

Since then, I have been working on rebuilding the business under a new name: Hair Solutions Co. This is not only a rebrand. It is a reset of how the company operates, how clients are supported, and how we manage the full experience from consultation to order, delivery, and aftercare.

The goal is simple: better communication, better organization, better product guidance, and a more reliable experience.

I still believe deeply in the value of what we offer. A good hair system can completely change how someone feels about themselves, and I know how important it is for clients to have a supplier they can trust. I also understand that if trust was damaged, words alone are not enough to rebuild it.

That is why I am not writing this as a simple marketing announcement.

I am writing to acknowledge that things were not good enough, to apologize for that, and to let you know that I am here again — with a stronger structure behind the business.

If you are still open to working with me, I would be grateful for the opportunity to earn back your trust.

Whether you need help choosing a new system, reviewing your previous order details, adjusting your specs, or simply understanding what has changed, I would be happy to help personally.

Thank you for the trust you placed in me in the past. I hope I have the opportunity to show you that Hair Solutions Co. can serve you better going forward.

Sincerely,
Vincent
Hair Solutions Co.
clientcare@hairsolutions.co",Trust repair / re-engagement,,Apology,The Honest Comeback,hsc_customer_profile_relationship_state = lost OR at_risk,Apology & Re-engagement,No,,Workflow trigger: hsc_customer_profile_relationship_state = lost OR at_risk. Suppress V1A-enrolled contacts. Set hsc_customer_profile_relationship_state = trust_recovery_in_progress at enrollment.,V1B,Reply rate / order placed,At-Risk,Standard: firstname personalization,{{ contact.firstname | default('there') }},I know the past year was not what it should have been. I want to explain.,Reply to this email,1,1,Copy Ready,"An apology, and a new chapter",Exit if reply or order. Suppress if enrolled in V1A. hs_email_optout = true suppresses.,Day 0 of enrollment
V1A-E3,"Summary:
- Purpose: A final apology and closure note that stops outreach unless the recipient replies.
- Subject line “A final note from me” targets an existing customer in the Apology & Re-engagement hub, setting expectations for no further proactive contact.

Tone:
- Accountable

CTA Clarity:
- Missing. The email explicitly says there will be no further messages unless the recipient reaches out, and it only provides an open invitation to email mailto:clientcare@hairsolutions.co.

Subject Grade:
- Pass. It is specific and calm with no clickbait, all-caps, or false urgency, and it matches the message intent.",No,existing_customer,"Hi {{ contact.firstname | default(""there"") }},

This will be my last message unless you reach out first.

I want to say one more time that I am sorry for what happened. Whatever the specifics of your experience, I know it was not good enough, and I own that.

Hair Solutions Co. is the business I am rebuilding, with better systems, better communication, and a genuine commitment to doing right by clients. I hope at some point you get to see what that looks like.

If you ever want to reconnect — about anything — my email is always open: clientcare@hairsolutions.co

Thank you for the time you gave me. I hope things are going well for you.

Sincerely,
Vincent
Hair Solutions Co.",Trust repair / re-engagement,,Apology,Closing the Loop — Final,V1A-E2 sent + no reply after 7 days,Apology & Re-engagement,No,,"FINAL send in V1A. After sending, set hsc_customer_profile_relationship_state = repair_no_response. No further automated outreach to this segment from apology series.",V1A,Reply rate / list suppression,Crisis,Standard: firstname personalization,{{ contact.firstname | default('there') }},I will not keep reaching out. But I want you to know the door is open.,No CTA — open door note only,1,3,Copy Ready,A final note from me,Exit if reply received at any prior step. hs_email_optout = true must suppress.,+14 days after V1A-E1 (7 days after V1A-E2) if still no reply
V1B-E2,"Summary:
- This follow-up email provides concrete examples of what has improved at Hair Solutions Co. after a previous apology, to rebuild trust and reduce uncertainty.
- It targets an existing customer in an apology/re-engagement context and frames the message around “what is actually different now” and what support/process changes they can expect.

Tone:
- Accountable

CTA Clarity:
- Clear — it asks the recipient to reply with questions/specs/reorder interest (and optionally visit http://hairsolutions.co), with a straightforward next step.

Subject Grade:
- Pass — it is specific and not clickbait or exaggerated, though it is slightly generic; it still accurately matches the email’s promise of concrete changes.",No,existing_customer,"Hi {{ contact.firstname | default(""there"") }},

I sent you a message last week and wanted to follow up with something more concrete.

It is easy to say ""things are better now."" I want to tell you specifically what has changed.

What is different at Hair Solutions Co.:

Dedicated support email. Every client message goes to clientcare@hairsolutions.co and is personally reviewed by me. No tickets disappearing into a void.

Clearer order timelines. Production timelines are communicated upfront and updated at every stage. No more silence during production.

Spec records on file. Returning clients have their specifications kept on record, so reorders do not require you to start from scratch.

New website: hairsolutions.co (note: .co, not .com) — rebuilt to reflect what the business has become.

I am not asking for an immediate decision. I just want you to have enough information to make one when you are ready.

If you would like to revisit your specs, ask about a reorder, or simply ask a question — reply here. I will respond personally.

Vincent
Hair Solutions Co.
clientcare@hairsolutions.co",Trust repair / re-engagement,,Apology,What Has Actually Changed,V1B-E1 sent + no reply + no order after 7 days,Apology & Re-engagement,No,,Content must reflect real operational improvements only. Update bullet points if anything changes.,V1B,Reply rate / order placed,At-Risk,Standard: firstname personalization,{{ contact.firstname | default('there') }},I want to give you something more concrete than a promise.,Reply to this email or visit hairsolutions.co,1,2,Copy Ready,What is actually different now,Exit if reply or order received. hs_email_optout = true suppresses.,"+7 days after V1B-E1, if no reply or order"
V1B-E3,"Summary:
- This email offers a goodwill incentive (free express shipping and a complimentary maintenance kit) to an at-risk existing customer to reduce friction for re-ordering.
- It’s for someone in the Apology & Re-engagement hub who hasn’t replied or ordered yet, with the goal of prompting a reply or a purchase.

Tone:
- Warm

CTA Clarity:
- Clear — it explicitly asks the recipient to reply and mention the offer (or reference it when ordering at http://hairsolutions.co).

Subject Grade:
- Pass — it’s specific about the “next order” and sets no false urgency or clickbait, while keeping the promise aligned with the email content.",No,existing_customer,"Hi {{ contact.firstname | default(""there"") }},

I have reached out a couple of times and I appreciate your patience.

I understand that rebuilding trust takes more than words. I would like to offer something tangible as a first step.

For your next order with Hair Solutions Co.:
Free express shipping + a complimentary maintenance kit with your first reorder.

No conditions. No expiry date. Whenever you are ready.

Simply reply to this email and mention this offer — or reference it when you place your order at hairsolutions.co

If you are not ready, that is completely fine. The door is open whenever the timing is right.

Thank you, {{ contact.firstname | default("""") }}.

Vincent
Hair Solutions Co.
clientcare@hairsolutions.co",Trust repair / re-engagement,,Apology,A Small Gesture,V1B-E2 sent + no reply + no order after 7 days,Apology & Re-engagement,No,,Confirm availability of maintenance kit incentive before activating. This is a goodwill gesture — not a discount.,V1B,Reply rate / order placed,At-Risk,Standard: firstname personalization,{{ contact.firstname | default('there') }},No rush. But I wanted to offer something as a first step.,Reply to claim offer or visit hairsolutions.co,1,3,Copy Ready,Something for your next order — when you are ready,Exit if reply or order received. hs_email_optout = true suppresses.,"+14 days after V1B-E1, if still no reply or order"
